"govTrack_id","full_name","lastName","middleName","firstName","chamber","party","partyName","state","govTrack_desc","govTrack_ideology","govTrack_leadership","propublica_url","proPub_sponsoredBills","proPub_cosponsoredBills","proPub_votesAgainstParty","proPub_missedVotes","twitter_url","user_id","name","screen_name","location","description","url","verified","statuses_count","followers_count","friends_count","favourites_count","listed_count","account_created_at","account_lang","profile_url","profile_expanded_url","profile_image_url","profile_banner_url","profile_background_url","n_obs_timeline","n_obs_origContent","prop_origContent","earliest_status","latest_status","mean_favCount_OC","median_favCount_OC","stdDev_favCount_OC","mean_rtCount_OC","median_rtCount_OC","stdDev_rtCount_OC"
300018,"Maria Cantwell","Cantwell","","Maria","Senate","D"," Democrat"," Wash."," rank-and-file Democrat",0.242688821505,0.528149749433,"https://projects.propublica.org/represent/members/C000127-maria-cantwell",29,145,"3.3%","0.6%","https://twitter.com/SenatorCantwell",117501995,"Sen. Maria Cantwell","SenatorCantwell","Washington, DC","U.S. Senator from Washington State | Tweets from Maria are signed –MC | Facebook:https://t.co/qLmMk10nJI
RT≠endorsement","https://t.co/5P50HzPLoB",TRUE,5005,213379,1521,209,2080,"2010-02-25 19:21:52","en","https://t.co/5P50HzPLoB","http://www.cantwell.senate.gov","http://pbs.twimg.com/profile_images/693192439046103041/I5UrYsCi_400x400.jpg","https://pbs.twimg.com/profile_banners/117501995/1475088293","http://pbs.twimg.com/profile_background_images/693190798284750848/Dzn7oBzW.png",3219,2764,0.858651755203479,"2016-02-23 15:26:29","2018-02-17 04:32:00",143.029305354559,73,252.904557869837,59.8411722141823,27,202.094756798677
400061,"Shelley Moore Capito","Capito","Moore","Shelley","Senate","R"," Republican"," W.Va."," rank-and-file Republican",0.719530884377,0.324015488518,"https://projects.propublica.org/represent/members/C001047-shelley-moore-capito",14,196,"2.0%","1.4%","https://twitter.com/SenCapito",193794406,"Shelley Moore Capito","SenCapito","","Proudly serving West Virginia in the United States Senate.","http://t.co/s6UUsbxSHW",TRUE,6027,51196,973,184,1384,"2010-09-22 18:06:14","en","http://t.co/s6UUsbxSHW","http://www.capito.senate.gov/","http://pbs.twimg.com/profile_images/570247761044312064/gBmXhrin_400x400.jpeg","https://pbs.twimg.com/profile_banners/193794406/1424367087","http://abs.twimg.com/images/themes/theme1/bg.png",3227,3042,0.942671211651689,"2016-02-10 21:32:52","2018-02-18 20:37:30",24.6679815910585,9,207.072384122472,7.39513477975016,3,61.7374575327593
400064,"Benjamin L. Cardin","Cardin","L.","Benjamin","Senate","D"," Democrat"," Md."," moderate Democratic leader",0.175745023466,0.910810235046,"https://projects.propublica.org/represent/members/C000141-benjamin-l-cardin",60,209,"3.0%","0.0%","https://twitter.com/SenatorCardin",109071031,"Senator Ben Cardin","SenatorCardin","Maryland, USA","U.S. Senator for Maryland. #SavetheBay. Small Biz, Foreign Relations, Finance, Enviro committees. https://t.co/Rwn7M4xbXO","https://t.co/z9qFNLiW0I",TRUE,9181,239372,2619,1596,2740,"2010-01-27 22:03:53","en","https://t.co/z9qFNLiW0I","http://www.cardin.senate.gov","http://pbs.twimg.com/profile_images/931526777410850816/jYej2QIV_400x400.jpg","https://pbs.twimg.com/profile_banners/109071031/1500401663","http://pbs.twimg.com/profile_background_images/458706762556665856/3Ne75toH.jpeg",3222,2015,0.625387957790192,"2016-02-09 17:21:13","2018-02-18 16:30:01",186.318114143921,71,571.004344827371,89.0277915632754,30,367.138766821367
300019,"Thomas R. Carper","Carper","R.","Thomas","Senate","D"," Democrat"," Del."," rank-and-file Democrat",0.319703488791,0.561682219932,"https://projects.propublica.org/represent/members/C000174-thomas-r-carper",14,144,"9.8%","1.4%","https://twitter.com/SenatorCarper",249787913,"Senator Tom Carper","SenatorCarper","Delaware","Husband, father, proud @USNavy veteran and former governor. U.S. Senator for Delaware and ranking member @EPWDems","http://t.co/0KSoFFra6j",TRUE,6775,77068,1334,1093,1699,"2011-02-09 19:46:42","en","http://t.co/0KSoFFra6j","http://www.carper.senate.gov","http://pbs.twimg.com/profile_images/378800000497501114/77d2bd85a246e66e8f77670018fbaaca_400x400.jpeg","https://pbs.twimg.com/profile_banners/249787913/1466708976","http://pbs.twimg.com/profile_background_images/206172638/moran_twitter.jpg",3226,1897,0.588034717916925,"2015-04-22 16:20:03","2018-02-18 16:03:00",56.6230890880337,11,205.142259876623,31.450184501845,7,115.985580232888
412246,"Bob Casey","Casey","","Bob","Senate","D"," Democrat"," Pa."," moderate Democratic leader",0.24796279772,0.725669214052,"https://projects.propublica.org/represent/members/C001070-bob-casey",48,222,"3.6%","0.3%","https://twitter.com/SenBobCasey",171598736,"Senator Bob Casey","SenBobCasey","Scranton, PA","Official twitter profile for U.S. Senator Bob Casey.","https://t.co/EghtimAhrt",TRUE,7373,394868,553,400,2731,"2010-07-27 18:38:20","en","https://t.co/EghtimAhrt","http://about.me/SenBobCasey","http://pbs.twimg.com/profile_images/748886037649297408/B4cLMsR__400x400.jpg",NA,"http://abs.twimg.com/images/themes/theme1/bg.png",3248,954,0.29371921182266,"2017-01-25 19:39:49","2018-02-17 21:19:29",986.940251572327,446.5,1883.66149649091,452.553459119497,189,953.596127162508
412269,"Bill Cassidy","Cassidy","","Bill","Senate","R"," Republican"," La."," rank-and-file Republican",0.746817161137,0.379233281377,"https://projects.propublica.org/represent/members/C001075-bill-cassidy",37,115,"1.7%","0.3%","https://twitter.com/BillCassidy",55677432,"Bill Cassidy","BillCassidy","Baton Rouge, LA","U.S. Senator for Louisiana","http://t.co/jJ1FDxCJeE",TRUE,4975,36439,1207,86,1573,"2009-07-10 22:02:55","en","http://t.co/jJ1FDxCJeE","http://www.billcassidy.com","http://pbs.twimg.com/profile_images/811322431029837824/OIMky_X__400x400.jpg","https://pbs.twimg.com/profile_banners/55677432/1512682667","http://pbs.twimg.com/profile_background_images/82422585/x08df37aebf44ad6770d512ea8e2ff1f.png",3235,2396,0.74064914992272,"2014-02-01 23:08:25","2018-02-15 02:41:43",29.144407345576,6,754.119324059988,15.932387312187,5,165.920499420889
300023,"Thad Cochran","Cochran","","Thad","Senate","R"," Republican"," Miss."," moderate Republican follower",0.721450511663,0.151735862728,"https://projects.propublica.org/represent/members/C000567-thad-cochran",3,110,"0.6%","10.2%","https://twitter.com/SenThadCochran",555474658,"Senator Thad Cochran","SenThadCochran","","Office of U.S. Senator Thad Cochran of Mississippi.","http://t.co/bOl9VmFbzz",TRUE,2053,57296,565,0,1458,"2012-04-16 22:33:23","en","http://t.co/bOl9VmFbzz","http://cochran.senate.gov","http://pbs.twimg.com/profile_images/2179496829/022507-Cochran-Twtr3_400x400.jpg","https://pbs.twimg.com/profile_banners/555474658/1437679921","http://pbs.twimg.com/profile_background_images/525669162/Flag-USSPS.jpg",2051,1844,0.899073622623111,"2012-04-17 22:19:27","2018-02-16 20:32:42",19.5591106290672,3,386.705536945572,8.78796095444685,4,66.0035189246437
300025,"Susan Collins","Collins","","Susan","Senate","R"," Republican"," Maine"," centrist Republican leader",0.410536638018,0.725731630106,"https://projects.propublica.org/represent/members/C001035-susan-collins",32,208,"10.5%","0.0%","https://twitter.com/SenatorCollins",19726613,"Sen. Susan Collins","SenatorCollins","Maine","United States Senator from Maine. 

All tweets originate from the Press Office of Senator Susan Collins.","http://t.co/GC3gCGTqQX",TRUE,2504,364854,951,35,3658,"2009-01-29 18:56:59","en","http://t.co/GC3gCGTqQX","http://collins.senate.gov","http://pbs.twimg.com/profile_images/588697537013383168/Kf_x_1u1_400x400.jpg","https://pbs.twimg.com/profile_banners/19726613/1449072601","http://pbs.twimg.com/profile_background_images/200231365/newbannerbg2.jpg",2501,2011,0.804078368652539,"2009-01-29 18:57:59","2018-02-16 18:55:57",321.045748383889,5,3156.21327506666,81.3694679264048,6,851.950805135374
412390,"Christopher A. Coons","Coons","A.","Christopher","Senate","D"," Democrat"," Del."," rank-and-file Democrat",0.249680981459,0.51311791308,"https://projects.propublica.org/represent/members/C001088-christopher-a-coons",32,320,"7.7%","2.8%","https://twitter.com/SenCoonsOffice",435500714,"Office of Sen. Coons","SenCoonsOffice","Delaware & Washington","News releases, blog posts, new videos, transcripts and other resources from the office of U.S. Senator @ChrisCoons of Delaware.","http://t.co/YhxmCF9DHF",TRUE,2198,6570,106,0,447,"2011-12-13 04:02:30","en","http://t.co/YhxmCF9DHF","http://coons.senate.gov","http://pbs.twimg.com/profile_images/1690317750/cacpress-twitter1_400x400.jpg","https://pbs.twimg.com/profile_banners/435500714/1360169392","http://abs.twimg.com/images/themes/theme15/bg.png",2190,1697,0.774885844748858,"2011-12-30 19:03:12","2016-08-31 18:51:49",0.255156157925751,0,0.931788382304423,0.998821449616971,0,1.96460388412544
412248,"Bob Corker","Corker","","Bob","Senate","R"," Republican"," Tenn."," centrist Republican",0.679015070687,0.563885693896,"https://projects.propublica.org/represent/members/C001071-bob-corker",13,39,"4.9%","3.3%","https://twitter.com/SenBobCorker",73303753,"Senator Bob Corker","SenBobCorker","Tennessee","Official news and updates from United States Senator Bob Corker (R-Tennessee) and his staff.","http://t.co/ZyiE2l8INn",TRUE,3943,347663,560,107,3656,"2009-09-11 03:56:08","en","http://t.co/ZyiE2l8INn","http://corker.senate.gov/","http://pbs.twimg.com/profile_images/910557517343789057/Sh38oulI_400x400.jpg","https://pbs.twimg.com/profile_banners/73303753/1505929143","http://pbs.twimg.com/profile_background_images/569862735773454336/B-JQ3bGy.jpeg",3228,2800,0.867410161090459,"2012-12-12 22:36:51","2018-02-17 13:37:51",332.876785714286,9,8648.34381872576,117.124285714286,8,3005.38563496335
300027,"John Cornyn","Cornyn","","John","Senate","R"," Republican"," Texas"," conservative Republican leader",0.898890260831,0.883791111674,"https://projects.propublica.org/represent/members/C001056-john-cornyn",49,178,"0.8%","0.0%","https://twitter.com/JohnCornyn",13218102,"Senator John Cornyn","JohnCornyn","Austin, Texas","Personally curated news I find interesting, pics, and occasional opinions. Honored to represent the great state of Texas in the US Senate.","https://t.co/XHRaiulrt6",TRUE,26337,128000,11368,53,4694,"2008-02-07 19:52:55","en","https://t.co/XHRaiulrt6","http://cornyn.senate.gov","http://pbs.twimg.com/profile_images/942198842363129856/83xaNIgb_400x400.jpg","https://pbs.twimg.com/profile_banners/13218102/1513472894","http://pbs.twimg.com/profile_background_images/2642284/Twitter-SJCBGD.jpg",3196,1583,0.495306633291615,"2017-04-01 14:00:32","2018-02-17 13:57:04",78.3038534428301,36,223.900271910005,30.7814276689829,15,78.5910230812604
412681,"Catherine Cortez Masto","Cortez Masto","","Catherine","Senate","D"," Democrat"," Nev."," moderate Democratic follower",0.29648816514,0.0701573201997,"https://projects.propublica.org/represent/members/C001113-catherine-cortez-masto",4,158,"9.6%","2.2%","https://twitter.com/sencortezmasto",811313565760163840,"Senator Cortez Masto","SenCortezMasto","","U.S. Senator from the great state of Nevada.","https://t.co/v6sRnbH7nI",TRUE,2560,24659,544,548,588,"2016-12-20 20:53:22","en","https://t.co/v6sRnbH7nI","http://cortezmasto.senate.gov","http://pbs.twimg.com/profile_images/847453198113755136/Az66uO5y_400x400.jpg","https://pbs.twimg.com/profile_banners/811313565760163844/1513123352",NA,2560,1562,0.61015625,"2016-12-26 21:39:57","2018-02-18 00:29:14",108.571062740077,51,225.024936495638,51.7708066581306,22,131.028655703599
412508,"Tom Cotton","Cotton","","Tom","Senate","R"," Republican"," Ark."," lonley conservative Republican follower",0.872113150649,0.226598171223,"https://projects.propublica.org/represent/members/C001095-tom-cotton",18,154,"1.9%","0.6%","https://twitter.com/SenTomCotton",968650362,"Tom Cotton","SenTomCotton","","U.S. Senator proudly serving the state of Arkansas.","http://t.co/gR93LLUqRV",TRUE,7664,117960,375,8,2016,"2012-11-24 19:33:10","en","http://t.co/gR93LLUqRV","http://cotton.senate.gov","http://pbs.twimg.com/profile_images/568884049058357248/M-VeVL9u_400x400.jpeg","https://pbs.twimg.com/profile_banners/968650362/1366831169","http://pbs.twimg.com/profile_background_images/890572073/63337e0a44c53345a9cb64bef07788ff.jpeg",3205,3001,0.936349453978159,"2016-06-22 19:47:40","2018-02-16 21:39:43",87.7250916361213,35,279.695731227465,34.8833722092636,12,138.797174779452
300030,"Michael D. Crapo","Crapo","D.","Michael","Senate","R"," Republican"," Idaho"," rank-and-file Republican",0.831417602877,0.515216505772,"https://projects.propublica.org/represent/members/C000880-michael-d-crapo",24,132,"3.1%","0.3%","https://twitter.com/MikeCrapo",600463589,"Senator Mike Crapo","MikeCrapo","Idaho & Washington, D.C.","United States Senator for the great state of Idaho.","http://t.co/W6cAM2HKzW",TRUE,5364,55046,689,411,1469,"2012-06-05 22:16:35","en","http://t.co/W6cAM2HKzW","http://www.crapo.senate.gov","http://pbs.twimg.com/profile_images/2286763334/atyer80hkqhdwmgk73t0_400x400.jpeg","https://pbs.twimg.com/profile_banners/600463589/1358530313","http://pbs.twimg.com/profile_background_images/876553191/418ec7fae1de740fb193bd0056893887.jpeg",3236,2617,0.808714462299135,"2013-07-16 23:41:18","2018-02-16 18:29:35",5.64730607565915,1,70.9016889016651,4.19946503630111,2,48.760248978524
412573,"Ted Cruz","Cruz","","Ted","Senate","R"," Republican"," Texas"," conservative Republican",0.913982049929,0.513850762106,"https://projects.propublica.org/represent/members/C001098-ted-cruz",42,146,"4.3%","2.8%","https://twitter.com/SenTedCruz",1074480192,"Senator Ted Cruz","SenTedCruz","Houston, Texas","Representing the State of Texas in the United States Senate.","https://t.co/9HWCyvKunh",TRUE,7417,1072943,7365,341,8056,"2013-01-09 18:11:37","en","https://t.co/9HWCyvKunh","http://cruz.senate.gov","http://pbs.twimg.com/profile_images/762696550124363776/lf5RZxth_400x400.jpg","https://pbs.twimg.com/profile_banners/1074480192/1515618797","http://abs.twimg.com/images/themes/theme14/bg.gif",3207,1521,0.474275023386342,"2016-07-07 16:43:41","2018-02-17 01:41:42",482.161735700197,271,1027.46879905663,191.788954635108,96,581.119216896448
412549,"Steve Daines","Daines","","Steve","Senate","R"," Republican"," Mont."," rank-and-file Republican",0.821073573309,0.368249092338,"https://projects.propublica.org/represent/members/D000618-steve-daines",50,159,"3.9%","0.0%","https://twitter.com/SteveDaines",11651202,"Steve Daines","SteveDaines","Bozeman, MT","Married 31 years to Cindy. Parents of four. Three dogs. Serving the people of Montana in the U.S. Senate. 🇺🇸","https://t.co/6cQwcMCeGt",TRUE,4944,36890,661,798,990,"2007-12-30 05:52:03","en","https://t.co/6cQwcMCeGt","http://www.daines.senate.gov","http://pbs.twimg.com/profile_images/922463090935058432/XTchDLbm_400x400.jpg","https://pbs.twimg.com/profile_banners/11651202/1495145842","http://pbs.twimg.com/profile_background_images/595311754021711872/1Ex3hNLV.jpg",3208,1712,0.533665835411471,"2015-07-29 17:36:16","2018-02-18 03:01:34",53.1121495327103,8,932.168195337811,15.0251168224299,3,194.333818252021
412205,"Joe Donnelly","Donnelly","","Joe","Senate","D"," Democrat"," Ind."," centrist Democratic follower",0.556441307664,0.329432223327,"https://projects.propublica.org/represent/members/D000607-joe-donnelly",26,151,"20.8%","1.7%","https://twitter.com/SenDonnelly",216503958,"Senator Joe Donnelly","SenDonnelly","","U.S. Senator Joe Donnelly's communications staff","http://t.co/fSOunnwiXz",TRUE,5246,87876,217,3,1657,"2010-11-16 22:24:01","en","http://t.co/fSOunnwiXz","http://www.donnelly.senate.gov/","http://pbs.twimg.com/profile_images/857707501067923457/TdS-N-Yx_400x400.jpg","https://pbs.twimg.com/profile_banners/216503958/1491935488","http://pbs.twimg.com/profile_background_images/173040465/twitterbkgrd4.JPG",3210,2962,0.922741433021807,"2015-03-16 19:24:24","2018-02-19",29.7795408507765,10,73.8943334962542,10.1414584740041,4,24.8647929688095
412533,"Tammy Duckworth","Duckworth","","Tammy","Senate","D"," Democrat"," Ill."," moderate Democratic follower",0.258092646365,0.194360219575,"https://projects.propublica.org/represent/members/D000622-tammy-duckworth",31,222,"7.6%","1.1%","https://twitter.com/SenDuckworth",1058520120,"Tammy Duckworth","SenDuckworth","","Official Twitter account for Tammy Duckworth's Senate office. Posts by staff unless signed - TD. For more information, visit","https://t.co/LDObT9hkrZ",TRUE,3669,360372,7285,221,2436,"2013-01-03 18:59:33","en","https://t.co/LDObT9hkrZ","http://duckworth.senate.gov","http://pbs.twimg.com/profile_images/928404187750326272/G7KDvNwC_400x400.jpg","https://pbs.twimg.com/profile_banners/1058520120/1490121726","http://pbs.twimg.com/profile_background_images/446026993046257664/-_wxXQDm.png",3211,2237,0.696667704764871,"2013-08-06 19:06:08","2018-02-17 23:48:46",354.65891819401,14,4237.03879558082,106.876620473849,9,1270.66814224033
300038,"Richard J. Durbin","Durbin","J.","Richard","Senate","D"," Democrat"," Ill."," progressive Democrat",0.0721957694812,0.672191855155,"https://projects.propublica.org/represent/members/D000563-richard-j-durbin",39,300,"6.0%","3.0%","https://twitter.com/SenatorDurbin",247334603,"Senator Dick Durbin","SenatorDurbin","","Serving the people of Illinois. Democratic Whip.","https://t.co/75Y2c3yeVH",TRUE,11014,500779,2433,576,4183,"2011-02-04 15:50:42","en","https://t.co/75Y2c3yeVH","http://durbin.senate.gov","http://pbs.twimg.com/profile_images/871723567456686081/fbJgQgO1_400x400.jpg","https://pbs.twimg.com/profile_banners/247334603/1438365026","http://abs.twimg.com/images/themes/theme1/bg.png",3209,1483,0.462137737612964,"2016-11-19 21:20:14","2018-02-17 23:25:27",698.747808496291,232,3147.34723481831,412.467970330411,85,3254.17418510593
300041,"Michael B. Enzi","Enzi","B.","Michael","Senate","R"," Republican"," Wyo."," conservative Republican",0.900868910945,0.513785727913,"https://projects.propublica.org/represent/members/E000285-michael-b-enzi",21,106,"3.6%","0.3%","https://twitter.com/SenatorEnzi",291756142,"Mike Enzi","SenatorEnzi","","Mike Enzi is Wyoming’s 20th U.S. Senator. His joy of representing Wyoming is topped by few things. (Being a grandfather and fly fishing are two.)","http://t.co/Vxn9wmrQ3U",TRUE,3762,61087,604,7,1386,"2011-05-02 15:26:39","en","http://t.co/Vxn9wmrQ3U","http://www.enzi.senate.gov","http://pbs.twimg.com/profile_images/378800000059842815/d29a4825955e66d55338fe6ee386fe30_400x400.png","https://pbs.twimg.com/profile_banners/291756142/1399045146","http://pbs.twimg.com/profile_background_images/757844521/6e9194ad8ddbe6113f4192a59db8a0c4.jpeg",3200,2768,0.865,"2013-08-01 19:45:10","2018-02-16 22:47:33",7.0617774566474,2,73.0769070653869,4.39378612716763,3,20.7517619624682
