"full_name","chamber","party","state","bin","govTrack_desc","govTrack_ideology","proPub_votesAgainstParty","user_id","screen_name","location","description","statuses_count","followers_count","friends_count","favourites_count","n_obs_timeline","n_obs_origContent","n_obs_textOnly","earliest_status","latest_status","median_favCount_OC","mean_favCount_OC","median_favCount_text","mean_favCount_text"
"Nanette Barragan","House","D","Calif.",14," moderate Democratic follower",0.317748065482,"5.5%","x816833925456789505","RepBarragan","San Pedro, CA","Official account. Honored to represent California's 44th Congressional District. #CA44 Member of the @HispanicCaucus @USProgressives @Dodgers fan.",1834,6250,526,462,1831,1024,364,"2017-01-05 17:38:41","2018-02-23 00:01:58",14,34.0810546875,18,50.9862637362637
"Gerald E. Connolly","House","D","Va.",14," moderate Democratic leader",0.318436606911,"6.4%","x78445977","GerryConnolly","Virginia's 11th District","Proudly representing Virginia's 11th District",5959,42770,237,0,3210,2514,1192,"2014-06-07 11:51:46","2018-02-22 14:50:16",6,33.3687350835322,8,33.0327181208054
"John Sarbanes","House","D","Md.",14," rank-and-file Democrat",0.319310645681,"4.9%","x364415553","RepSarbanes","Maryland","Representing Maryland’s 3rd District. Chair of the @House_DRTF. Fighting to put people's interests ahead of special interests.",1108,17293,503,115,1107,743,182,"2011-08-29 18:51:42","2018-02-22 00:15:00",2,20.507402422611,0,14.2967032967033
"Rick Larsen","House","D","Wash.",14," rank-and-file Democrat",0.319444094597,"5.3%","x404132211","RepRickLarsen","Washington's 2nd District","Born and raised in Arlington, Wash.
Ranking Member, Aviation Subcommittee",7218,16678,5178,1194,3239,1204,450,"2016-04-07 14:42:17","2018-02-23 01:30:00",6,17.7890365448505,7,12.6688888888889
"Thomas R. Carper","Senate","D"," Del.",14," rank-and-file Democrat",0.319703488791,"9.8%","249787913","SenatorCarper","Delaware","Husband, father, proud @USNavy veteran and former governor. U.S. Senator for Delaware and ranking member @EPWDems",6775,77068,1334,1093,3232,1902,513,"2015-04-22 16:20:03","2018-02-23 18:05:37",11,56.7891692954784,9,64
"Marc Veasey","House","D","Texas",14," rank-and-file Democrat",0.32053598766,"7.0%","x1074129612","RepVeasey","Dallas-Fort Worth, Texas","Proudly representing #FortWorth #Dallas #Arlington #GrandPrairie #Irving #Everman. Born & reared in the Metroplex. Husband, father & @dallascowboys fan. #TX33",2814,16190,2871,1260,2813,1989,579,"2013-01-15 22:26:34","2018-02-21 18:37:55",2,8.42634489693313,2,12.1640759930915
"Stephen F. Lynch","House","D","Mass.",14," rank-and-file Democrat",0.321315070406,"7.4%","x310310133","RepStephenLynch","Washington, D.C. / Boston, MA","The official Twitter account of Congressman Stephen F. Lynch. Proudly serving the 8th Congressional District of Massachusetts.",3179,16067,385,182,3177,1929,687,"2011-10-26 15:37:03","2018-02-22 23:09:35",3,10.7884914463453,2,14.4599708879185
"David E. Price","House","D","N.C.",14," rank-and-file Democrat",0.323375245957,"4.5%","x155669457","RepDavidEPrice","","I am proud to represent NC's 4th Congressional District, which includes Orange and parts of Wake and Durham Counties.",3316,21763,2453,301,3203,2204,946,"2011-11-03 18:45:27","2018-02-22 23:15:52",2,36.1061705989111,1,49.4778012684989
"Lloyd Doggett","House","D","Texas",14," rank-and-file Democrat",0.326430566657,"5.6%","x153944899","RepLloydDoggett","Texas","Representing communities from San Antonio to Austin.",4578,28897,375,125,3199,2516,424,"2014-05-27 20:51:17","2018-02-23 02:18:55",16,47.2543720190779,37,124.316037735849
"Darren Soto","House","D","Fla.",15," moderate Democratic follower",0.327679223235,"5.6%","x818713465653051392","RepDarrenSoto","Kissimmee, Florida","Proudly representing Central Florida's 9th District: Osceola County and parts of Orange and Polk counties. Official Account",1275,4883,2750,1452,1274,475,56,"2017-01-10 07:29:40","2018-02-22 15:17:27",15,30.5852631578947,15,30.7321428571429
"Dan Kildee","House","D","Mich.",15," rank-and-file Democrat",0.328453295349,"6.4%","x1045110018","RepDanKildee","Michigan","Honored to represent Michigan's Fifth Congressional District. Born & raised in Flint. Vice Ranking Member, @FSCDems. Proud husband, father & grandfather.",5134,32355,6299,21,3242,1906,520,"2015-07-16 22:45:21","2018-02-22 15:25:04",17,101.806400839454,19,193.726923076923
"Joseph P. Kennedy III","House","D","Mass.",15," moderate Democratic leader",0.32895505275,"4.2%","x1055907624","RepJoeKennedy","","Official Twitter account of Congressman Joe Kennedy III, representing Massachusetts' 4th Congressional District.",3908,555479,672,4,3241,1825,749,"2013-12-09 18:31:33","2018-02-23 00:05:06",15,1281.13698630137,20,2056.99465954606
"G. K. Butterfield","House","D","N.C.",15," rank-and-file Democrat",0.32944552098,"5.6%","x432676344","GKButterfield","","U. S. Representative, proudly serving North Carolina's 1st Congressional District. Follow my work in Washington and #NC01.",4199,15253,642,1233,3221,1920,469,"2015-01-06 16:01:30","2018-02-22 17:16:06",7,20.5447916666667,6,30.4797441364606
"Linda T. Sanchez","House","D","Calif.",15," moderate Democratic leader",0.331220083835,"4.3%","x312134473","RepLindaSanchez","Norwalk, CA & Washington, D.C.","I work for CA-38. Vice Chair @HouseDemocrats. Fmr. @HispanicCaucus Chair. Serve on the @WaysMeansCmte. Die-hard @Dodgers Fan.",2594,28418,1830,433,2581,1310,566,"2011-06-16 19:48:06","2018-02-22 19:26:52",3,15.5251908396947,2,14.7862190812721
"Brian Higgins","House","D","N.Y.",15," rank-and-file Democrat",0.332261403823,"5.2%","x33576489","RepBrianHiggins","WNY and Washington, DC","Official account for the Office of Congressman Brian Higgins (NY-26) representing portions of Erie and Niagara counties. http://t.co/Cpl0TlH2JW",12776,22475,3300,167,3243,1735,58,"2016-04-12 20:01:22","2018-02-22 20:56:17",4,10.1118155619597,15.5,28.5172413793103
"Joyce Beatty","House","D","Ohio",15," rank-and-file Democrat",0.333035342989,"6.0%","x1531521632","RepBeatty","Ohio's Third District","Official Twitter account for Congresswoman Joyce Beatty, representing Ohio's Third Congressional District in the U.S. House of Representatives.",6072,23537,1645,1029,3231,2329,341,"2015-11-14 02:51:47","2018-02-22 21:32:58",11,26.4113353370545,12,28.2932551319648
"Gary Peters","Senate","D"," Mich.",15," moderate Democratic follower",0.334636742174,"7.0%","236511574","SenGaryPeters","","U.S. Senator proudly representing the state of Michigan.",4748,104472,1145,61,800,590,95,"2017-03-14 21:47:43","2018-02-22 21:31:59",71,117.361016949153,105,169.547368421053
"Colleen Hanabusa","House","D","Hawaii",15," rank-and-file Democrat",0.335262417676,"5.4%","x235373000","RepHanabusa","Washington, D.C.","Proudly Representing Hawaii's First Congressional District",1748,10762,1822,256,1744,1195,470,"2011-01-18 17:25:05","2018-02-22 20:16:11",0,11.2644351464435,0,20.363829787234
"Cedric Richmond","House","D","La.",15," rank-and-file Democrat",0.336443955143,"7.4%","x267854863","RepRichmond","","Representing the 2nd Congressional District of Louisiana and the Who Dat Nation.

@OfficialCBC Chairman",2249,24876,865,269,2246,1653,767,"2011-03-17 18:06:23","2018-02-22 21:00:01",1,9.99395039322444,0,5.64406779661017
"Peter Welch","House","D","Vt.",16," rank-and-file Democrat",0.337861419543,"6.1%","x1410590874","PeterWelch","Vermont and Washington, DC","Official Twitter Account for Congressman Peter Welch, proudly representing the great state of Vermont in the U.S. House of Representatives.",1794,10357,1832,89,1790,1203,283,"2013-05-15 14:48:14","2018-02-21 14:08:26",3,10.4696591853699,2,8.35335689045936
"Lois Frankel","House","D","Fla.",16," rank-and-file Democrat",0.338049845993,"6.0%","x1077121945","RepLoisFrankel","","Representative from Florida's 21st Congressional District. Chair of @HouseDemWomen.",4758,19251,1495,231,3238,2309,901,"2015-07-28 18:12:29","2018-02-22 21:26:00",3,28.9865742745777,3,47.6104328523862
"Beto O'Rourke","House","D","Texas",16," rank-and-file Democrat",0.338312854226,"7.7%","x1134292500","RepBetoORourke","El Paso, TX","US Congress - El Paso",3961,83105,280,788,3232,1828,291,"2014-04-22 15:40:32","2018-02-21 16:11:58",4,27.4206783369803,2,26.7388316151203
"Sean Patrick Maloney","House","D","N.Y.",16," rank-and-file Democrat",0.340449660654,"8.7%","x1072467470","RepSeanMaloney","Cold Spring, NY","Proud to represent New York's 18th Congressional District",4004,24954,967,1328,3234,2423,286,"2014-02-05 21:19:03","2018-02-22 21:58:30",6,36.5447791993397,14,52.8146853146853
"Albio Sires","House","D","N.J.",16," rank-and-file Democrat",0.345560857671,"5.4%","x18696134","RepSires","Washington, DC","U.S. Representative for New Jersey's 8th Congressional District",2405,16669,256,28,2405,2195,1351,"2009-01-06 21:28:31","2018-02-16 21:16:17",1,3.85421412300683,1,3.26720947446336
"Diana DeGette","House","D","Colo.",16," rank-and-file Democrat",0.346809109153,"5.6%","x28599820","RepDianaDeGette","Denver, CO","Member of Congress, Colorado's 1st Congressional District. Chief Deputy Whip & member of Energy and Commerce Committee.",3833,39726,11301,385,3218,2408,603,"2012-07-26 17:06:25","2018-02-22 19:21:27",8,27.4015780730897,5,32.2189054726368
"Tim Ryan","House","D","Ohio",16," rank-and-file Democrat",0.347133480844,"5.1%","x13491312","RepTimRyan","Warren, OH","Congressman for Ohio’s 13th District",5577,52896,2360,1366,3229,1439,447,"2015-06-04 19:47:33","2018-02-23 01:18:41",18,64.7039610840862,16,98.1834451901566
"Bill Pascrell Jr.","House","D","N.J.",16," moderate Democratic leader",0.349006612682,"5.6%","x74508260","BillPascrell","Paterson, NJ","Representing the 9th District of New Jersey in the House of Representatives. Member, Ways & Means Committee. Ranking Democrat, Ways & Means Trade Subcommittee.",2749,31434,0,5878,2746,1677,335,"2011-04-20 20:59:32","2018-02-22 19:13:13",2,52.8944543828265,6,82.6388059701492
"Norma Torres","House","D","Calif.",16," moderate Democratic follower",0.349280725065,"6.2%","x236279233","NormaJTorres","","U.S. Representative for California's 35th District",5587,11198,734,1672,3238,1853,520,"2015-01-21 02:13:16","2018-02-23 00:25:54",5,20.2282784673502,7,27.5865384615385
"Bill Foster","House","D","Ill.",16," rank-and-file Democrat",0.349566132007,"6.7%","x1080509366","RepBillFoster","Naperville, IL ","Congressman Bill Foster is a scientist and businessman representing the 11th Congressional District of Illinois",2592,37914,1974,115,2588,1807,485,"2013-01-14 16:18:31","2018-02-22 01:34:34",2,13.0780298837853,2,18.8659793814433
"Gregorio Kilili Camacho Sablan","House","D","Northern Marina Islands",17," moderate Democratic follower",0.35058860306,"","x926446070812602371","Kilili_Sablan","CNMI","US Delegate for the CNMI. 
Member of @EdWorkforce, @NatResources & @HouseVetAffairs",103,110,529,75,103,56,3,"2017-11-03 21:10:29","2018-02-22 19:33:00",1,1.58928571428571,0,2
"Adriano Espaillat","House","D","N.Y.",17," rank-and-file Democrat",0.350995172758,"6.0%","x817076257770835968","RepEspaillat","https://www.facebook.com/Congr","U. S. Representative proudly serving New York’s 13th Congressional District. Follow my work in Washington and #NY13",4270,7957,1173,1628,3199,1544,426,"2017-04-10 18:48:55","2018-02-23 02:14:14",7,17.4436528497409,7,18.9647887323944
"Michael Bennet","Senate","D"," Colo.",17," centrist Democrat",0.35126445596,"7.5%","224285242","SenBennetCO","Colorado","U.S. Senator for Colorado",2638,197346,316,61,2641,1859,659,"2011-01-06 21:41:37","2018-02-22 23:36:03",9,139.70145239376,1,134.543247344461
"Peter A. DeFazio","House","D","Ore.",17," moderate Democratic leader",0.35304153644,"7.3%","x252249233","RepPeterDeFazio","","Representing the 4th Congressional District in Oregon",1117,24428,740,2,1116,796,205,"2011-02-15 17:34:33","2018-02-16 22:43:20",7,28.6721105527638,7,35.5707317073171
"James E. Clyburn","House","D","S.C.",17," rank-and-file Democrat",0.353154362402,"5.8%","x188019606","Clyburn","Washington, DC","Rep. Clyburn is the Assistant Democratic Leader, the number three Democrat in the House of Representatives. He represents South Carolina's 6th District.",1981,56301,1305,45,1979,1496,932,"2010-09-13 09:46:37","2018-02-22 22:39:35",4,23.7459893048128,4,25.7618025751073
"Jim Himes","House","D","Conn.",17," rank-and-file Democrat",0.354345642052,"7.9%","x31611298","jahimes","CT and DC","Connecticut Congressman. Reader. Runner. Swimmer. And I make maple syrup.",8518,67632,412,44,3218,1367,503,"2015-01-13 22:33:33","2018-02-23 01:39:34",17,108.304316020483,19,128.27435387674
"Pete Aguilar","House","D","Calif.",17," moderate Democratic follower",0.355300911788,"7.9%","x3018670151","RepPeteAguilar","San Bernardino, CA","Pete Aguilar represents CA’s 31st Congressional District. A former mayor, Rep. Aguilar is committed to strengthening the Inland Empire’s middle class.",1277,7629,214,0,1276,927,254,"2015-02-10 17:15:23","2018-02-22 00:19:00",6,23.9363538295577,7,48.7125984251969
"Elizabeth Esty","House","D","Conn.",17," rank-and-file Democrat",0.356812756695,"5.8%","x1060984272","RepEsty","Cheshire, CT","Mom, community advocate, and U.S. Representative for Connecticut's 5th Congressional District. This is the official account for my Congressional office.",5748,21476,1419,1215,3199,2157,833,"2015-08-22 16:29:56","2018-02-22 22:48:47",5,24.6059341678257,2,19.452581032413
"Emanuel Cleaver II","House","D","Mo.",17," rank-and-file Democrat",0.357563685069,"5.1%","x163570705","repcleaver","","This is the official Twitter page of Congressman Emanuel Cleaver, II, representing Missouri's Fifth District.",5070,33280,846,54,3233,2529,1282,"2014-10-07 21:44:03","2018-02-22 22:05:52",7,24.4420719652036,6,27.0046801872075
"Suzan K. DelBene","House","D","Wash.",17," rank-and-file Democrat",0.358036657751,"6.7%","x995193054","RepDelBene","","U.S. Congresswoman representing Washington's 1st Congressional District (#WA01)",4010,22845,1928,1292,3217,2529,628,"2014-03-31 00:56:24","2018-02-22 21:14:47",5,17.4954527481218,4,17.4761146496815
"Donald W. Norcross","House","D","N.J.",18," moderate Democratic follower",0.358799259529,"6.3%","x3122099613","DonaldNorcross","","Representing New Jersey's 1st Congressional District in the United States House of Representatives",6657,8282,1135,2355,3229,1821,302,"2016-05-23 18:10:12","2018-02-22 21:37:15",4,9.12355848434926,4,14.3079470198675
"Tina Smith","Senate","D"," Minn.",18," centrist Democratic follower",0.359909414832,"2.8%","941000686275387392","SenTinaSmith","","Official account of U.S. Senator Tina Smith of Minnesota.",387,21744,323,1,428,196,86,"2018-01-03 16:21:07","2018-02-23 19:36:39",66.5,213.051020408163,59.5,330.290697674419
"Stacey Plaskett","House","D","Virgin Islands",18," moderate Democratic follower",0.360033464777,"","x2724095695","StaceyPlaskett","U.S. Virgin Is. | Wash., DC","Proudly representing the Virgin Islands of the United States",763,5115,369,149,761,303,159,"2014-11-15 00:39:54","2018-02-16 20:32:05",3,20.5775577557756,3,14.0314465408805
"Scott Peters","House","D","Calif.",18," rank-and-file Democrat",0.36230360617,"13.8%","x1135486501","RepScottPeters","San Diego, Poway, Coronado","Serving #CA52. @EnergyCommerce, @VetAffairsDems, & @HouseNewDems. Country over Party / Rule of Law / Opportunity to Earn / Strength Abroad / Respect & Kindness",8129,21167,917,1368,3222,1476,191,"2016-07-11 23:25:03","2018-02-23 02:00:01",10,24.1632791327913,18,39.9581151832461
"Ben Ray Lujan","House","D","N.M.",18," rank-and-file Democrat",0.366578424105,"4.6%","x19318314","repbenraylujan","","Proudly Representing New Mexico’s 3rd Congressional District. @EnergyCommerce Committee, and Member of @HispanicCaucus. Follows, replies & RTs ≠ endorsement.",1638,16714,681,80,1637,1353,708,"2009-01-23 21:56:45","2018-02-17 00:50:46",0,11.6821877309682,0,6.23446327683616
"Joaquin Castro","House","D","Texas",18," rank-and-file Democrat",0.370928953182,"6.6%","x231510077","JoaquinCastrotx","San Antonio, Texas","Texas Congressman, Member of the House Foreign Affairs and House Intelligence Committees",10331,98247,1194,3028,3216,632,268,"2017-01-15 17:11:57","2018-02-22 21:38:28",256,777.643987341772,435,1328.88805970149
"Kathleen Rice","House","D","N.Y.",18," moderate Democratic follower",0.3716417992,"7.6%","x2970462034","RepKathleenRice","Long Island, NY","U.S. Representative for #NY04 (Long Island). Former Nassau County DA. Tweets from Kathleen are signed -kr",2231,25736,1047,0,2225,1299,558,"2015-01-10 18:00:23","2018-02-21 18:13:03",4,63.3094688221709,4,99.6362007168459
"Seth Moulton","House","D","Mass.",18," moderate Democratic leader",0.37172322759,"6.8%","x3091316093","teammoulton","Salem, MA ","The Office of Congressman Seth Moulton (D-MA)",3760,7030,3142,3612,3189,1517,335,"2015-11-16 20:54:41","2018-02-22 18:29:00",6,14.201713909031,6,15.0119402985075
"Denny Heck","House","D","Wash.",18," rank-and-file Democrat",0.372288680534,"6.7%","x1068499286","RepDennyHeck","South Puget Sound, WA","Proudly representing #WA10 in U.S. Congress. Husband, (gran)dad, @GonzagaBulldogs fan & #12thMan.  Serves on House Intel (#FollowtheFacts) & @FSCDems.",3310,19853,2878,1366,3205,1970,605,"2013-04-03 19:58:49","2018-02-23 00:43:24",2,12.2619289340102,1,12.0743801652893
"Ann McLane Kuster","House","D","N.H.",18," rank-and-file Democrat",0.372707244765,"8.4%","x1058717720","RepAnnieKuster","NH's 2nd District","Honored to serve the people of New Hampshire’s Second District in Congress.",3365,18082,2514,361,3208,2645,739,"2013-03-09 00:02:18","2018-02-22 22:53:04",3,12.434404536862,3,11.745602165088
"Brendan Boyle","House","D","Pa.",19," rank-and-file Democrat",0.377514177841,"5.9%","x231108733","RepBrendanBoyle","Philadelphia and Washington","Congressman from Pennsylvania. Proudly representing Philadelphia and Montco. Notre Dame & Harvard alum. Husband, dad and eternally hopeful Philly sports fan.",5778,13748,1346,3869,3230,1070,801,"2015-12-24 02:23:52","2018-02-22 23:39:36",16,61.5084112149533,16,67.2659176029963
"Steny H. Hoyer","House","D","Md.",19," rank-and-file Democrat",0.377542204029,"4.7%","x22012091","WhipHoyer","Washington, DC","The Democratic Whip of the U.S. House of Representatives, representing Maryland's 5th Congressional District.",14731,102922,4044,77,3232,2161,560,"2017-03-08 18:41:31","2018-02-23 00:12:18",25,50.1147616844054,21,44.3392857142857
"Ed Perlmutter","House","D","Colo.",19," rank-and-file Democrat",0.378180483635,"6.9%","x20552026","RepPerlmutter","Colorado","Member of Congress, proudly representing the 7th District of Colorado https://t.co/wLRJaGd9rX",3838,28009,4399,999,3226,2305,438,"2013-05-30 20:13:14","2018-02-22 23:45:00",4,22.1709327548807,7,43.0342465753425
"Rick Nolan","House","D","Minn.",19," rank-and-file Democrat",0.380123591202,"6.8%","x1055685948","USRepRickNolan","","Official Twitter account for U.S Congressman Rick Nolan. Proudly serving the people of Minnesota's 8th Congressional District. Working to #RestoreDemocracy.",2659,11395,1119,318,2657,1905,454,"2013-01-02 18:08:18","2018-02-22 19:23:45",2,9.40577427821522,2,10.2687224669604
"Robert A. Brady","House","D","Pa.",19," rank-and-file Democrat",0.381931839135,"5.8%","x148453195","RepBrady","Philly - Delco - DC","Proudly representing Pennsylvania's 1st District in House of Representatives. Born & Raised in Philadelphia. Fighting for Equality and Democracy.",721,12391,716,52,721,531,379,"2010-05-28 20:24:32","2018-02-15 16:45:14",0,7.16949152542373,0,8.29023746701847
"Mike Doyle","House","D","Pa.",19," rank-and-file Democrat",0.382260467235,"5.6%","x39249305","USRepMikeDoyle","Pittsburgh, PA","U.S. Member of Congress representing PA's 14th District",1065,16317,60,5,1065,801,430,"2009-05-12 19:54:36","2018-02-22 18:19:40",2,22.9101123595506,0,22.5348837209302
"Salud Carbajal","House","D","Calif.",19," moderate Democratic follower",0.383564302146,"7.9%","x816157667882373120","RepCarbajal","","Father, husband, & veteran proudly representing California’s 24th District. Working to protect the environment, improve our economy, and support our veterans.",729,5339,599,101,729,448,94,"2017-01-03 17:15:58","2018-02-22 20:41:09",21,40.4084821428571,26.5,57.936170212766
"John B. Larson","House","D","Conn.",19," moderate Democratic leader",0.384662069089,"5.7%","x50452197","RepJohnLarson","Hartford, CT","Member of Congress representing the First  District of Connecticut.",2705,22199,464,34,2704,2266,964,"2009-10-20 22:13:12","2018-02-22 22:07:05",2,13.5789938217123,0,12.6991701244813
"Terri Sewell","House","D","Ala.",19," moderate Democratic leader",0.389572619172,"6.6%","x381152398","RepTerriSewell","Washington, DC","Proud to represent the 7th Congressional District of Alabama
https://t.co/xfWvIZSjrk",4345,28828,3446,346,3218,2236,666,"2014-05-16 15:51:52","2018-02-22 21:19:27",14,62.4776386404293,9,76.7117117117117
"Joe Courtney","House","D","Conn.",19," moderate Democratic leader",0.389950147958,"6.3%","x85396297","RepJoeCourtney","Vernon, CT","U.S. Congressman proudly fighting for the residents of Connecticut’s 2nd Congressional District. https://t.co/qNiLbsYBdJ, Instagram: repjoecourtney",5252,21867,1957,93,3223,2713,844,"2012-10-26 15:21:44","2018-02-23 00:00:25",2,9.95060818282344,4,13.6445497630332
"Bennie Thompson","House","D","Miss.",20," moderate Democratic follower",0.391274660926,"6.1%","x82453460","BennieGThompson","Bolton, Mississippi","Husband. Father. Grandfather. Avid hunter. Proudly serving #MS02 in Congress. | Ranking member of @HomelandDems. | Follow my Instagram: @benniegthompson.",1301,8601,425,146,1298,675,146,"2010-09-28 19:06:33","2018-02-21 21:17:26",1,8.88,1,8.27397260273973
"Lisa Blunt Rochester","House","D","Del.",20," moderate Democratic follower",0.392266103833,"4.5%","x817050219007328258","RepBRochester","Delaware, USA - Washington, DC","Official Twitter page for U.S. Representative Lisa Blunt Rochester (D-DE). Tweets from Rep. Blunt Rochester signed -LBR.",362,4403,302,180,362,239,73,"2017-01-05 20:02:55","2018-02-22 21:24:28",17,30.1757322175732,21,45.4246575342466
"Nancy Pelosi","House","D","Calif.",20," moderate Democratic follower",0.392790313421,"5.7%","x15764644","NancyPelosi","San Francisco","Democratic Leader, focused on strengthening America's middle class and creating jobs; mother, grandmother, dark chocolate connoisseur.",6990,1513535,324,10,3236,2106,695,"2016-03-04 19:07:31","2018-02-22 21:45:11",1022,2450.88509021842,1824,4392.0690647482
"Raul Ruiz","House","D","Calif.",20," rank-and-file Democrat",0.393420813683,"9.4%","x1089859058","CongressmanRuiz","","Emergency room doctor and public servant. Proudly serving California's 36th Congressional District.",930,17798,3,6,930,653,189,"2013-01-18 23:19:18","2018-02-16 21:11:28",6,17.3614088820827,7,21.5291005291005
"A. Donald McEachin","House","D","Va.",20," moderate Democratic follower",0.394522789986,"5.8%","x816181091673448448","RepMcEachin","","Father, husband & Progressive Democrat in Congress. Proudly representing VA’s Fighting 4th Congressional District. Member of @HASCDemocrats & @NRDems.",1635,4551,1136,256,1636,1058,657,"2017-01-03 23:24:07","2018-02-22 23:57:14",8,19.2429111531191,8,21.7473363774734
"Tulsi Gabbard","House","D","Hawaii",20," centrist Democrat",0.394770695384,"8.1%","x1064206014","TulsiPress","","Aloha - Official account of Rep Tulsi Gabbard (HI-02), managed by staff. (Use of TG's military rank, title, or photo do not imply Army or DoD endorsement.)",3293,95422,1136,321,3194,2376,609,"2013-04-25 01:54:41","2018-02-23 02:34:36",22,71.6675084175084,18,91.6305418719212
"Mark Warner","Senate","D"," Va.",20," centrist Democrat",0.396212258046,"12.4%","7429102","MarkWarner","Virginia","Serving Virginia in the US Senate. Vice Chairman, Intel Committee. Dad, Husband, Budget Wonk. Previous: Serial entrepreneur, business guy, 69th Governor of Va",6755,371613,18011,1014,3236,1681,409,"2014-07-02 13:56:10","2018-02-23 20:16:30",29,465.590719809637,39,1059.68459657702
"Val Demings","House","D","Fla.",20," centrist Democratic follower",0.398368372144,"5.8%","x798973032362606600","RepValDemings","Washington, DC I Orlando, FL","U.S. Representative Florida's 10th Congressional District. Public Servant. Former Orlando Police Chief. Christian. Wife. Mother. Grandmother. Harley Enthusiast.",1479,6449,293,675,1478,776,185,"2017-01-04 15:46:10","2018-02-22 20:52:54",17,34.1018041237113,22,52.5351351351351
"Claire McCaskill","Senate","D"," Mo.",20," centrist Democrat",0.398748458017,"15.0%","57065141","McCaskillOffice","Missouri","Office of U.S. Senator Claire McCaskill. Staff updates on Claire's work for Missouri.",5994,15266,1553,382,3238,1759,612,"2014-10-06 03:24:20","2018-02-23 21:49:33",1,16.3382603752132,1,1.40849673202614
"Anthony Brown","House","D","Md.",20," centrist Democrat",0.400343319549,"5.4%","x823552974253342721","RepAnthonyBrown","Washington, DC","Congressman proudly representing Maryland's Fourth District. Member of @HASCDemocrats & @NRDems. Father, husband & retired @USArmyReserve Colonel",1073,7050,157,139,1073,605,72,"2017-02-02 22:32:10","2018-02-22 19:38:07",9,19.4429752066116,8,18.75
"Jimmy Panetta","House","D","Calif.",21," centrist Democratic follower",0.401487795485,"6.4%","x796736612554117120","RepJimmyPanetta","","I'm honored to serve as the Congressman for California's Central Coast (CA-20) in the U.S. House of Representatives.",1004,5273,407,443,1006,626,118,"2017-01-04 00:00:59","2018-02-23 01:02:10",13,28.1900958466454,28,74.8305084745763
"Angus King ","Senate","ID"," Maine",21," centrist Independent",0.401879827355,"14.4%","1068481578","SenAngusKing","","News from the office of Independent U.S. Senator Angus King of Maine. Operated by the Press Team. Following/retweeting does not equal an endorsement.",3255,183384,545,120,3207,2596,684,"2013-02-10 16:35:02","2018-02-23 19:08:08",4,55.1113251155624,6,67.9269005847953
"Brad Sherman","House","D","Calif.",21," centrist Democrat",0.402053228839,"8.0%","x30216513","BradSherman","Sherman Oaks, CA","Proudly serving California's San Fernando Valley in the U.S. Congress. Admission: Some tweets are prepared by my staff on my behalf. RTs are not an endorsement.",1393,36779,586,2,1391,1290,745,"2009-04-15 13:49:39","2018-02-22 22:13:40",6,71.0658914728682,5,59.0818791946309
"Mike Thompson","House","D","Calif.",21," centrist Democratic leader",0.402212477173,"6.7%","x303861808","RepThompson","St. Helena, CA","Rep. Mike Thompson represents California's 5th Congressional District and chairs the House Gun Violence Prevention Task Force.",6107,21123,193,35,3200,469,113,"2017-09-25 23:45:07","2018-02-22 20:31:07",10,39.5628997867804,10,76.9734513274336
"Derek Kilmer","House","D","Wash.",21," centrist Democrat",0.403624792468,"6.5%","x1058917562","RepDerekKilmer","","Representing Washington's 6th District in the House of Representatives           FB: https://t.co/byKNKNH1UP",1830,22259,140,151,1830,1476,227,"2013-01-04 19:24:30","2018-02-22 17:40:15",3,11.0826558265583,2,13.2466960352423
"Ruben Kihuen","House","D","Nev.",21," centrist Democratic follower",0.406089444089,"6.3%","x816282029276938240","RepKihuen","Las Vegas, NV","Serving the 4th Congressional District of Nevada. Member of @FSCDems, @HispanicCaucus, & @HouseNewDems. First DREAMer to serve in Congress. #NV04 #VegasStrong",2446,10383,142,702,2435,1126,154,"2017-01-04 19:04:53","2018-02-20 16:29:04",22,121.434280639432,36.5,560.525974025974
"John Delaney","House","D","Md.",21," centrist Democrat",0.406176616555,"7.4%","x937723303","RepJohnDelaney","Maryland's Sixth District","Official Twitter page for Congressman John K. Delaney, representing Maryland’s Sixth Congressional District in the U.S. House of Representatives.",5289,18260,1484,10,3191,2347,420,"2014-11-20 14:00:28","2018-02-16 21:06:19",2,8.91478483170004,2,15.1761904761905
"Al Lawson","House","D","Fla.",21," centrist Democratic follower",0.407803054255,"9.1%","x818472418620608512","RepAlLawsonJr","Tallahassee, FL/ Jacksonville, FL","This is the official twitter account for U.S. Rep. Al Lawson, Jr., FL-5",486,2766,759,169,486,300,84,"2017-01-16 00:53:56","2018-02-22 18:30:12",5,12.1566666666667,5,21.9047619047619
"Susan Collins","Senate","R"," Maine",21," centrist Republican leader",0.410536638018,"10.5%","19726613","SenatorCollins","Maine","United States Senator from Maine. 

All tweets originate from the Press Office of Senator Susan Collins.",2504,364854,951,35,2502,2013,553,"2009-01-29 18:57:59","2018-02-23 20:39:19",5,320.897665176354,1,798.300180831826
"Jimmy Gomez","House","D","Calif.",21," centrist Democratic follower",0.412414354001,"6.7%","x2371339658","RepJimmyGomez","Los Angeles, CA","Official Account for Office of Rep. Jimmy Gomez (CA34-Los Angeles). Tweets from Jimmy signed -JG. Find us on FB: https://t.co/1pRH7kHn00",784,4050,1970,444,786,417,59,"2017-07-12 03:25:40","2018-02-23 04:21:11",12,26.7122302158273,16,28.5762711864407
