"govTrack_id","full_name","chamber","party","state","bin","govTrack_desc","govTrack_ideology","proPub_votesAgainstParty","user_id","name","screen_name","location","description","statuses_count","followers_count","friends_count","favourites_count","verified","account_created_at","profile_expanded_url","profile_image_url"
"x400218","Ron Kind","House","D","Wis.",24," centrist Democrat",0.514973915971,"9.6%","x112740986","Rep. Ron Kind","RepRonKind","Washington, DC","Member of the U.S. House of Representatives from Wisconsin's Third Congressional District.",1189,12687,560,2,TRUE,"2010-02-09 15:14:02","http://www.kind.house.gov","http://pbs.twimg.com/profile_images/1347275814/2010-04-23_normal.jpg"
"x412714","Josh Gottheimer","House","D","N.J.",24," centrist Democratic follower",0.517010082829,"17.0%","x431105217","Josh Gottheimer","JoshGottheimer","","Congressman for New Jersey’s 5th District. Fmr @microsoft corporate strat. Fmr @billclinton speechwriter. Proud dad & NJ resident! (campaign account)",1254,4401,899,67,TRUE,"2011-12-07 22:45:24","http://josh4congress.com","http://pbs.twimg.com/profile_images/735547603912433664/TIW7-Jzs_normal.jpg"
"x412714","Josh Gottheimer","House","D","N.J.",24," centrist Democratic follower",0.517010082829,"17.0%","x815310506596691968","Rep Josh Gottheimer","RepJoshG","","Honored to serve the people of New Jersey's 5th District. Working across the aisle to solve problems, lower taxes, and fight for Jersey values.",1207,4519,51,5,TRUE,"2016-12-31 21:35:47","http://Gottheimer.House.Gov","http://pbs.twimg.com/profile_images/824380405482668042/TGcE_Hz0_normal.jpg"
"x412315","Kurt Schrader","House","D","Ore.",24," centrist Democrat",0.518667957149,"14.0%","x20545793","Rep. Kurt Schrader","RepSchrader","Oregon","Proudly representing Oregon's 5th Congressional District",2100,22461,755,40,TRUE,"2009-02-10 21:04:21","http://schrader.house.gov/","http://pbs.twimg.com/profile_images/378800000699231986/e1da7064726a13bfda529d18efc048a8_normal.jpeg"
"x412190","Kevin McCarthy","House","R","Calif.",25," centrist Republican",0.530873393456,"2.3%","x15428227","Kevin McCarthy","kevinomccarthy","Bakersfield, CA","Congressman and Majority Leader in the House. This is my campaign twitter account.",887,47069,6091,57,TRUE,"2008-07-14 15:59:49","http://www.McCarthyForCongress.com","http://pbs.twimg.com/profile_images/790729205952634880/_vreISDe_normal.jpg"
"x412190","Kevin McCarthy","House","R","Calif.",25," centrist Republican",0.530873393456,"2.3%","x19739126","Kevin McCarthy","GOPLeader","Bakersfield, CA","I serve as Majority Leader and Representative of California's 23rd district in the U.S. House of Representatives.",9200,145654,1445,1449,TRUE,"2009-01-29 22:28:48","http://www.majorityleader.gov","http://pbs.twimg.com/profile_images/965985344205344768/RmGD-tXZ_normal.jpg"
"x412740","John Curtis","House","R","Utah",25," centrist Republican follower ",0.536278202423,"2.4%","x26057209","John Curtis","CurtisUT","Provo","U.S. Representative for Utah’s Third Congressional District",4317,5915,245,1909,TRUE,"2009-03-23 18:22:51","http://johncurtis.org","http://pbs.twimg.com/profile_images/867460801392783360/1i_3WW5w_normal.jpg"
"x412740","John Curtis","House","R","Utah",25," centrist Republican follower ",0.536278202423,"2.4%","x931614483050414080","Rep. John Curtis","RepJohnCurtis","Utah and DC","Official account for Congressman John Curtis. Proudly serving the people of Utah's 3rd district.",236,759,25,105,TRUE,"2017-11-17 20:06:16","https://curtis.house.gov/","http://pbs.twimg.com/profile_images/935902990556377089/I_CUawB4_normal.jpg"
"x412723","Jenniffer Gonzalez-Colon","House","R","Puerto Rico",25," centrist Republican follower ",0.537955507441,"","x819744763020775425","Jenniffer González","RepJenniffer","Washington, DC","Proudly representing the 3.4 million U.S. citizens of Puerto Rico in Congress. Member of @NatResources, @HouseVetAffairs, @HouseSmallBiz, and @HouseGOP.",2355,6497,511,1152,TRUE,"2017-01-13 03:15:56","https://gonzalez-colon.house.gov/","http://pbs.twimg.com/profile_images/826526731636973568/EZ74mtcJ_normal.jpg"
"x412509","Kyrsten Sinema","House","D","Ariz.",25," centrist Democrat",0.539059265755,"22.5%","x20747881","Kyrsten Sinema","kyrstensinema","Phoenix","Arizonan representing #AZ09 in Congress. #AZSen candidate. Also: teaching @ASU, ultramarathoner, and IRONMAN.",14339,29944,293,251,TRUE,"2009-02-13 04:32:46","http://www.KyrstenSinema.com","http://pbs.twimg.com/profile_images/913536000579825671/fCG9ySli_normal.jpg"
"x412509","Kyrsten Sinema","House","D","Ariz.",25," centrist Democrat",0.539059265755,"22.5%","x1080844782","Kyrsten Sinema","RepSinema","","Official twitter feed of U.S. Congresswoman Kyrsten Sinema, serving Arizona's 9th District.",10602,27285,758,8,TRUE,"2013-01-11 20:31:03","http://Sinema.house.gov","http://pbs.twimg.com/profile_images/3108271240/743fe6773d71d58200c7915f19222980_normal.jpeg"
"x400344","Ileana Ros-Lehtinen","House","R","Fla.",25," centrist Republican leader",0.554609014746,"14.5%","x14275291","Ileana Ros-Lehtinen","RosLehtinen","Miami, Florida","Blessed to rep beautiful South Florida and the wonderful folks who live here!",27943,116049,2786,1,TRUE,"2008-04-01 14:59:30","http://ros-lehtinen.house.gov","http://pbs.twimg.com/profile_images/831516229890371584/MkmSU3JM_normal.jpg"
"x412727","Scott Taylor","House","R","Va.",25," centrist Republican follower ",0.556014075199,"3.1%","x42337890","Scott Taylor","Scotttaylorva","ÜT: 38.426011,-75.568344","Dad, Warrior Diplomat, U.S. Congressman VA-02, former Virginia House of Delegates. Author of Trust Betrayed, Navy SEAL, Iraq war.",6779,13758,3418,1807,TRUE,"2009-05-25 03:04:08","http://www.scotttaylor.us","http://pbs.twimg.com/profile_images/642331148094455809/w-ce0esG_normal.jpg"
"x412727","Scott Taylor","House","R","Va.",25," centrist Republican follower ",0.556014075199,"3.1%","x837722935095930883","Scott Taylor","RepScottTaylor","Virginia Beach, VA","Official Twitter of Congressman Scott Taylor(VA-02)",110,3081,16,36,TRUE,"2017-03-03 17:54:46","http://Taylor.house.gov","http://pbs.twimg.com/profile_images/837736644421779456/TyrAdxVM_normal.jpg"
"x412205","Joe Donnelly","Senate","D"," Ind.",25," centrist Democratic follower",0.556441307664,"20.8%","x216503958","Senator Joe Donnelly","SenDonnelly","","U.S. Senator Joe Donnelly's communications staff",5295,88002,217,3,TRUE,"2010-11-16 22:24:01","http://www.donnelly.senate.gov/","http://pbs.twimg.com/profile_images/857707501067923457/TdS-N-Yx_normal.jpg"
"x412664","Amata Coleman Radewagen","House","R","American Samoa",25," centrist Republican follower ",0.557464763631,"","x3026622545","Rep. Aumua Amata🇦🇸","RepAmata","Washington, D.C.","Congresswoman proudly representing American Samoa. Serving on the @NatResources, @HouseVetAffairs, and @HouseSmallBiz",324,1733,182,161,TRUE,"2015-02-09 16:00:36","http://radewagen.house.gov","http://pbs.twimg.com/profile_images/564816554185859073/f1VAN3h3_normal.jpeg"
"x412719","John Faso","House","R","N.Y.",25," centrist Republican follower ",0.56199248436,"12.0%","x815931811348017152","John Faso","RepJohnFaso","NY-19","Representing New York's 19th Congressional District",612,5275,132,15,TRUE,"2017-01-02 14:44:37","http://faso.house.gov","http://pbs.twimg.com/profile_images/817512781905805312/jXzW-mqm_normal.jpg"
"x412721","Brian Fitzpatrick","House","R","Pa.",25," centrist Republican",0.564443906696,"19.9%","x816303263586914304","Brian Fitzpatrick","RepBrianFitz","Levittown, PA","An independent voice for the people of #PA08. Former FBI Special Agent & Federal Prosecutor. EMT, CPA & Philly sports fan. #GoBirds",673,4797,148,62,TRUE,"2017-01-03 15:20:39","","http://pbs.twimg.com/profile_images/966362152943702016/qeEl7t74_normal.jpg"
"x412737","Karen Handel","House","R","Ga.",26," centrist Republican follower ",0.566765447844,"1.7%","x15673703","Karen Handel","karenhandel","Atlanta, GA","Karen is the courageous, common sense conservative",3293,18683,486,275,TRUE,"2008-07-31 12:14:29","http://www.karenhandel.com","http://pbs.twimg.com/profile_images/847430993992572929/h1vk9-xR_normal.jpg"
"x412737","Karen Handel","House","R","Ga.",26," centrist Republican follower ",0.566765447844,"1.7%","x911302336307490816","Rep. Karen Handel","RepKHandel","","Proudly Representing Georgia's 6th District in the U.S. House of Representatives",175,1013,97,2,TRUE,"2017-09-22 18:53:02","http://www.handel.house.gov","http://pbs.twimg.com/profile_images/914980304506507265/VwK35mvR_normal.jpg"
"x412698","Brian Mast","House","R","Fla.",26," centrist Republican follower ",0.570875844998,"10.1%","x3170031728","Brian Mast","BrianMastFL","Florida, USA","US Army Combat Vet, Purple Heart recipient, husband and father of 3. Serving #FL18 in Congress. Campaign account.",756,5895,681,660,TRUE,"2015-04-24 05:54:35","http://www.MastForCongress.com","http://pbs.twimg.com/profile_images/752992636047396866/8aGIZ144_normal.jpg"
"x412698","Brian Mast","House","R","Fla.",26," centrist Republican follower ",0.570875844998,"10.1%","x814103950404239360","Rep. Brian Mast","RepBrianMast","","Proud husband, father of 3 & Army veteran.  Humbly serving the 18th Congressional District of Florida. Please contact me if you need assistance.",744,8707,471,8,TRUE,"2016-12-28 13:41:21","https://mast.house.gov/","http://pbs.twimg.com/profile_images/816019324381122560/NZ8G8uHO_normal.jpg"
"x300075","Lisa Murkowski","Senate","R"," Alaska",26," centrist Republican",0.579986319462,"6.8%","x151247615","Lisa Murkowski","LisaForSenate","Alaska","Fighting for Alaska. Always.",1019,4894,508,6,TRUE,"2010-06-02 23:58:26","http://www.lisamurkowski.com","http://pbs.twimg.com/profile_images/706559130698276864/ccTkKnZ0_normal.jpg"
"x300075","Lisa Murkowski","Senate","R"," Alaska",26," centrist Republican",0.579986319462,"6.8%","x18061669","Sen. Lisa Murkowski","lisamurkowski","Alaska & Washington, D.C.","Official Twitter account for U.S. Senator Lisa Murkowski. Follow me for news and updates on what's happening in the Senate and across Alaska.",5088,167750,552,132,TRUE,"2008-12-11 21:55:19","http://murkowski.senate.gov","http://pbs.twimg.com/profile_images/740953879731425281/MZI61Ij6_normal.jpg"
"x412391","Joe Manchin III","Senate","D"," W.Va.",26," centrist Democrat",0.582446084318,"27.5%","x234374703","Senator Joe Manchin","Sen_JoeManchin","","I proudly serve the people of West Virginia. Please do not hesitate to contact me to share your commonsense ideas, concerns or if you need assistance.",4928,141112,712,157,TRUE,"2011-01-05 14:13:33","http://manchin.senate.gov","http://pbs.twimg.com/profile_images/907719517266219008/am4POdPf_normal.jpg"
"x412711","Jason Lewis","House","R","Minn.",26," centrist Republican follower ",0.583605429292,"3.8%","x20934272","Jason Lewis","Jason2CD","Burnsville, MN","This is the official Twitter page for Jason Lewis for Congress in Minnesota's 2nd congressional district",1413,10158,43,67,TRUE,"2009-02-15 20:24:54","http://www.jasonformn.com","http://pbs.twimg.com/profile_images/812742912249249792/dLKBV3rE_normal.jpg"
"x412711","Jason Lewis","House","R","Minn.",26," centrist Republican follower ",0.583605429292,"3.8%","x816047090849746945","Jason Lewis","RepJasonLewis","","Proudly representing #MN02. 

Fighting for a better future for our kids and a government that works for you.",754,5878,83,173,TRUE,"2017-01-02 22:22:42","http://jasonlewis.house.gov","http://pbs.twimg.com/profile_images/816364935533858816/2WXOUSqf_normal.jpg"
"x412732","Liz Cheney","House","R","Wyo.",26," centrist Republican follower ",0.588109202368,"3.8%","x98471035","Liz Cheney","Liz_Cheney","Wyoming","Proud rodeo mom, soccer mom, baseball mom, hockey mom, constitutional conservative. Honored to serve the people of Wyoming in Congress.",1529,62402,510,26,TRUE,"2009-12-21 21:06:44","http://facebook.com/CheneyLiz","http://pbs.twimg.com/profile_images/796406688806899712/0jB6O2Bo_normal.jpg"
"x412732","Liz Cheney","House","R","Wyo.",26," centrist Republican follower ",0.588109202368,"3.8%","x816719802328715264","Rep. Liz Cheney","RepLizCheney","Wyoming, USA","Official Page of Congressman Liz Cheney, proudly representing the people of Wyoming.",196,3368,69,1,TRUE,"2017-01-04 18:55:49","https://cheney.house.gov","http://pbs.twimg.com/profile_images/816720419034017792/MQEOBi6w_normal.jpg"
"x400657","Henry Cuellar","House","D","Texas",26," centrist Democrat",0.591282023471,"21.6%","x210926192","Rep. Henry Cuellar","RepCuellar","Laredo, Texas / Washington DC","Serving the 28th District of Texas in U.S. House of Representatives",4707,20972,2081,278,TRUE,"2010-11-01 20:20:17","http://cuellar.house.gov","http://pbs.twimg.com/profile_images/466232641037930496/u-Oi9Vih_normal.jpeg"
"x400351","Paul D. Ryan","House","R","Wis.",26," centrist Republican follower ",0.592597433585,"13.6%","x18916432","Paul Ryan","SpeakerRyan","Janesville, WI","Office of the 54th Speaker of the House, Paul Ryan.",13893,3512064,267,420,TRUE,"2009-01-12 21:31:25","http://www.speaker.gov","http://pbs.twimg.com/profile_images/949025012455038976/RHY5aj1F_normal.jpg"
"x412438","Justin Amash","House","R","Mich.",26," centrist Republican",0.59281527265,"27.4%","x47341545","Justin Amash Archive","amasharchive","","Archive of @justinamash tweets from June 2009 through February 2015",5519,11094,1,0,TRUE,"2009-06-15 14:03:49","","http://pbs.twimg.com/profile_images/573662233932099586/ecokMKdb_normal.png"
"x412438","Justin Amash","House","R","Mich.",26," centrist Republican",0.59281527265,"27.4%","x233842454","Justin Amash","justinamash","Third District of Michigan","I defend #liberty and explain every vote at https://t.co/3KzEquoyad • 'Laws must be general, equal, and certain.' —F.A. Hayek",14664,134200,5421,332,TRUE,"2011-01-04 07:09:11","","http://pbs.twimg.com/profile_images/574723453279830017/qVMgtQCt_normal.jpeg"
"x412735","Ron Estes","House","R","Kansas",26," centrist Republican follower ",0.593618109704,"2.3%","x854715071116849157","Rep. Ron Estes","RepRonEstes","Wichita, KS","Official Twitter of Congressman Ron Estes. Proudly serving the 4th District of Kansas🌻#KS04",259,2307,1867,20,TRUE,"2017-04-19 15:15:27","http://estes.house.gov","http://pbs.twimg.com/profile_images/859497281317482498/9I2gHXlr_normal.jpg"
"x412672","Daniel M. Donovan","House","R","N.Y.",27," centrist Republican follower ",0.593652285447,"7.9%","x3353670647","Dan Donovan","RepDanDonovan","Staten Island, NY","Representing Staten Island and Brooklyn in NY's 11th Congressional District",1617,4023,420,260,TRUE,"2015-07-01 19:06:08","http://donovan.house.gov","http://pbs.twimg.com/profile_images/626050617266409472/ZJd5ZuTP_normal.jpg"
"x412703","Trey Hollingsworth","House","R","Ind.",27," centrist Republican follower ",0.594042257047,"4.1%","x3431000296","Trey Hollingsworth","VoteForTrey","Jeffersonville, IN","Official Twitter account of the Trey for Congress campaign. U.S. Representative for #IN09.",315,970,390,64,TRUE,"2015-08-19 04:05:41","http://www.votefortrey.com","http://pbs.twimg.com/profile_images/656875547906076672/hgOLYDQw_normal.png"
"x412703","Trey Hollingsworth","House","R","Ind.",27," centrist Republican follower ",0.594042257047,"4.1%","x811986281177772032","Trey Hollingsworth","RepTrey","Indiana's 9th District","Proudly serving my fellow Hoosiers of Indiana's 9th District. Member of the House Financial Services Committee.",224,5940,527,66,TRUE,"2016-12-22 17:26:30","","http://pbs.twimg.com/profile_images/823622288008445953/BOxHvjRv_normal.jpg"
"x412709","Jack Bergman","House","R","Mich.",27," centrist Republican follower ",0.594953884175,"6.3%","x815241612154417152","Rep. Jack Bergman","RepJackBergman","","Rep. of Michigan's beautiful 1st District, Lt. General, USMC (ret), Yooper, Pilot for Northwest, Proud Grandfather of eight grandchildren.",658,3818,352,536,TRUE,"2016-12-31 17:02:01","","http://pbs.twimg.com/profile_images/816703874241335297/IP_TEo4R_normal.jpg"
"x412724","David Kustoff","House","R","Tenn.",27," centrist Republican follower ",0.59786293449,"2.3%","x816012124505931780","Rep. David Kustoff","RepDavidKustoff","TN-08/Washington, DC","Official news and updates from Congressman David Kustoff (R-Tenn.), Proudly serving the 8th District of Tennessee",519,4296,526,42,TRUE,"2017-01-02 20:03:46","http://kustoff.house.gov","http://pbs.twimg.com/profile_images/837085695479070721/yqIFqepO_normal.jpg"
"x412692","John Rutherford","House","R","Fla.",27," centrist Republican follower ",0.600191470152,"4.4%","x828977216595849216","Rep. John Rutherford","RepRutherfordFL","Washington, DC","Proudly serving NE FL District 4.  Former Sheriff focused on keeping communities safe & protecting your rights.@HouseHomeland @HouseJudiciary @HouseVetAffairs",537,2627,275,68,TRUE,"2017-02-07 14:42:24","https://rutherford.house.gov/","http://pbs.twimg.com/profile_images/884462806459961345/l1PBCb_4_normal.jpg"
"x412649","John Katko","House","R","N.Y.",27," centrist Republican",0.601576878937,"12.3%","x2966765501","John Katko","RepJohnKatko","Syracuse, New York","Official Twitter account of Rep. John Katko. Proudly representing New York's 24th Congressional District.",570,9292,222,152,TRUE,"2015-01-07 21:51:49","http://Katko.house.gov","http://pbs.twimg.com/profile_images/554696221269712897/C6aDs9sH_normal.jpeg"
"x400244","Frank A. LoBiondo","House","R","N.J.",27," centrist Republican",0.602682185332,"17.1%","x241207373","Frank LoBiondo","RepLoBiondo","#SouthJersey","Congressman proudly representing New Jersey's 2nd District. Chairman of House Aviation Subcommittee & CIA Subcommittee",4147,15465,241,352,TRUE,"2011-01-21 18:28:47","http://www.lobiondo.house.gov","http://pbs.twimg.com/profile_images/913374717247201280/hhShgp5L_normal.jpg"
"x412720","Claudia Tenney","House","R","N.Y.",27," centrist Republican follower ",0.604043823128,"7.4%","x756285384","Claudia Tenney","claudiatenney","NY-22","Mother of a US Marine, Member of Congress representing #NY22 and Harley rider.",2048,6279,4084,3831,TRUE,"2012-08-14 02:26:00","http://www.claudiaforcongress.com","http://pbs.twimg.com/profile_images/762683639591305217/IXwfTY3f_normal.jpg"
"x412720","Claudia Tenney","House","R","N.Y.",27," centrist Republican follower ",0.604043823128,"7.4%","x797201048490430465","Congresswoman Tenney","RepTenney","New York-22","Official Twitter account of Rep. Claudia Tenney. Honored to represent #NY22 in the 115th Congress.",1233,3821,161,31,TRUE,"2016-11-11 22:15:16","http://tenney.house.gov","http://pbs.twimg.com/profile_images/816663265216499712/cb1XowD7_normal.jpg"
"x412428","Todd Young","Senate","R"," Ind.",27," centrist Republican follower ",0.612677952609,"1.1%","x59969802","Todd Young","ToddYoungIN","Indiana, USA","A proud husband, father, Naval Academy graduate, and Marine unafraid to stand on principle.",5897,8097,832,463,TRUE,"2009-07-25 03:36:56","http://toddyoung.org","http://pbs.twimg.com/profile_images/791031955282210816/s8O8K_Fb_normal.jpg"
"x412428","Todd Young","Senate","R"," Ind.",27," centrist Republican follower ",0.612677952609,"1.1%","x234128524","Senator Todd Young","SenToddYoung","Indiana","I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.",3704,34116,508,188,TRUE,"2011-01-04 22:35:16","http://Young.Senate.Gov","http://pbs.twimg.com/profile_images/839534166727360514/sm9KrCLP_normal.jpg"
"x412705","Clay Higgins","House","R","La.",27," centrist Republican follower ",0.61330305853,"1.7%","x843636970538618880","Rep. Clay Higgins","RepClayHiggins","","Proudly representing #LA03 in the U.S. House of Representatives. Member of @HouseHomeland, @HouseVetAffairs, and @HouseScience.",571,2871,303,166,TRUE,"2017-03-20 01:35:02","http://clayhiggins.house.gov","http://pbs.twimg.com/profile_images/969055445456506880/ET-DtPeQ_normal.jpg"
"x412676","James Comer","House","R","Ky.",28," centrist Republican follower ",0.613361988641,"5.3%","x838462994","James Comer","KYComer","Monroe County, Kentucky","U.S. Congressman (KY-1) Farmer. Former KY Commissioner of Agriculture. Husband to TJ & father of Reagan, Harlan & Aniston.",5612,9775,854,7434,TRUE,"2012-09-21 19:51:00","","http://pbs.twimg.com/profile_images/825832628125319168/_S3dJiIp_normal.jpg"
"x400325","Rob Portman","Senate","R"," Ohio",28," centrist Republican leader",0.617915163073,"2.0%","x2612307559","Rob Portman","robportman","United States","Official Campaign Twitter for Rob Portman for Senate 2016. All tweets are from the campaign unless signed -RP.",6672,20205,1694,1,TRUE,"2014-07-08 20:33:43","http://robportman.com","http://pbs.twimg.com/profile_images/529059743135191040/pON-Ej9B_normal.jpeg"
"x400325","Rob Portman","Senate","R"," Ohio",28," centrist Republican leader",0.617915163073,"2.0%","x18915145","Rob Portman","senrobportman","Ohio","United States Senator from the Buckeye State.",11847,121808,5078,313,TRUE,"2009-01-12 20:56:42","http://portman.senate.gov","http://pbs.twimg.com/profile_images/494254882728071168/tDV7lz9j_normal.jpeg"
"x400219","Peter T. King","House","R","N.Y.",28," centrist Republican",0.618310012036,"8.3%","x18277655","Rep. Pete King","RepPeteKing","Seaford, New York","Representing New York's 2nd Congressional District",2440,31379,102,126,TRUE,"2008-12-21 02:49:32","http://peteking.house.gov/","http://pbs.twimg.com/profile_images/1302288285/newptkheadshot_normal.jpg"
"x412643","Tom MacArthur","House","R","N.J.",28," centrist Republican",0.619461507715,"11.4%","x2343686814","Tom MacArthur","tmac4congress","Republican (NJ-03)","Campaign account for Congressman Tom MacArthur.",512,1157,155,11,TRUE,"2014-02-14 14:52:15","http://www.tmac4congress.com/","http://pbs.twimg.com/profile_images/434347652218507264/ghBzpyWx_normal.jpeg"
"x412643","Tom MacArthur","House","R","N.J.",28," centrist Republican",0.619461507715,"11.4%","x2962994194","Tom MacArthur","RepTomMacArthur","","Congressman for New Jersey's Third Congressional District",1875,12147,660,476,TRUE,"2015-01-05 23:22:19","http://macarthur.house.gov","http://pbs.twimg.com/profile_images/656481870151028736/Yks_-3bH_normal.jpg"
"x412706","Mike Johnson","House","R","La.",28," centrist Republican follower ",0.620653845374,"2.6%","x827279765287559171","Rep. Mike Johnson","RepMikeJohnson","Washington, DC","Proudly serving Louisiana's 4th Congressional District. Member on @HouseJudiciary & @NatResources.",766,2644,394,24,TRUE,"2017-02-02 22:17:20","https://mikejohnson.house.gov/","http://pbs.twimg.com/profile_images/827283914297184257/JaccwIw2_normal.jpg"
"x400660","Dave Reichert","House","R","Wash.",28," centrist Republican leader",0.625507081647,"10.3%","x16102244","Dave Reichert","davereichert","Auburn, Washington","Representative of the Eighth Congressional District in Washington State",3295,20168,3016,361,TRUE,"2008-09-02 20:12:26","http://reichert.house.gov","http://pbs.twimg.com/profile_images/75071220/Reichert_013_normal.jpg"
"x412651","Ryan Costello","House","R","Pa.",28," centrist Republican follower ",0.627571409718,"14.4%","x2953922782","Rep. Ryan Costello","RepRyanCostello","PA-06","U.S. Congressman #PA06. @HouseCommerce Committee. Proudly represent parts of Berks, Chester, Montgomery, & Lebanon Counties",1494,10557,499,98,TRUE,"2014-12-31 22:38:23","https://costello.house.gov/","http://pbs.twimg.com/profile_images/760548433438576640/H3xZbqlA_normal.jpg"
"x400414","Fred Upton","House","R","Mich.",28," centrist Republican",0.631155415601,"10.0%","x124224165","Fred Upton","RepFredUpton","St. Joseph, Michigan","Call me Fred. Husband, Dad, & proud to represent #MI06. Chair of #SubEnergy.  Instagram: https://t.co/IsaEh1ZsLm",5084,22456,2087,1782,TRUE,"2010-03-18 17:34:35","http://upton.house.gov","http://pbs.twimg.com/profile_images/378800000507840583/0dc990a78881b2a41d0dc1e7e751b839_normal.jpeg"
"x400142","Rodney Frelinghuysen","House","R","N.J.",28," centrist Republican follower ",0.633715370859,"4.6%","x1382011333","Rodney Frelinghuysen","USRepRodney","","Proudly serving the 11th Congressional District of New Jersey in the U.S. House of Representatives and Chairman of @HouseAppropsGOP",1124,12909,102,0,TRUE,"2013-04-26 14:05:13","http://frelinghuysen.house.gov","http://pbs.twimg.com/profile_images/3577127455/eeee361f01100fba1d1a7060dd28deec_normal.jpeg"
"x412675","Warren Davidson","House","R","Ohio",28," centrist Republican",0.634921298532,"4.4%","x742735530287304704","Warren Davidson","WarrenDavidson","Washington, DC","U.S. Congressman serving Ohio's 8th District. Constitutionalist and former Army Ranger. Don't bankrupt America!",1398,7294,4309,1153,TRUE,"2016-06-14 15:08:44","https://davidson.house.gov/","http://pbs.twimg.com/profile_images/826907163398434816/k7kO6YN6_normal.jpg"
"x412731","Mike Gallagher","House","R","Wis.",29," centrist Republican",0.637782684452,"7.4%","x815966620300480514","Rep. Mike Gallagher","RepGallagher","Green Bay, WI","Green Bay Native, Marine Veteran, and Eisenhower Nerd proudly representing #WI08 in Congress. #GoPackGo. 

https://t.co/D2ANAop3fA",1231,7477,305,56,TRUE,"2017-01-02 17:02:57","https://gallagher.house.gov/","http://pbs.twimg.com/profile_images/819978410038624266/0Df5fXvA_normal.jpg"
"x412722","Lloyd Smucker","House","R","Pa.",29," centrist Republican follower ",0.638153888659,"4.5%","x41417564","Rep. Lloyd Smucker","RepSmucker","Lancaster, PA","Representing the people of PA-16 in the U.S. House of Representatives. Husband & father.",2848,6004,139,108,TRUE,"2009-05-20 18:31:13","http://Smucker.house.gov","http://pbs.twimg.com/profile_images/927987557996036096/RxtrWEr6_normal.jpg"
"x400648","Charlie Dent","House","R","Pa.",29," centrist Republican leader",0.638206689669,"7.6%","x242376736","Rep. Charlie Dent","RepCharlieDent","Washington, DC","Proud to serve as U.S. Representative for Pennsylvania’s 15th District, which includes all or parts of Berks, Dauphin, Lebanon, Lehigh and Northampton counties.",2500,15572,538,883,TRUE,"2011-01-24 16:58:11","http://dent.house.gov/","http://pbs.twimg.com/profile_images/955481959567953920/iLrC6Df3_normal.jpg"
"x412648","Elise Stefanik","House","R","N.Y.",29," centrist Republican",0.638390581337,"8.8%","x109579534","Elise Stefanik","EliseStefanik","Willsboro, NY","Congresswoman representing NY-21. Working to bring new ideas & a new generation of leadership to Washington. Youngest woman ever elected to Congress!",5691,12610,4392,54,TRUE,"2010-01-29 14:56:38","","http://pbs.twimg.com/profile_images/568981638944948224/E_DuAr6G_normal.jpeg"
"x412648","Elise Stefanik","House","R","N.Y.",29," centrist Republican",0.638390581337,"8.8%","x2962813893","Rep. Elise Stefanik","RepStefanik","","Official Twitter Account for Congresswoman Elise Stefanik, proudly representing New York's 21st District.",3054,15722,256,1,TRUE,"2015-01-05 22:17:51","http://stefanik.house.gov","http://pbs.twimg.com/profile_images/864583488019640321/6FQvigDh_normal.jpg"
"x412691","Neal Dunn","House","R","Fla.",29," centrist Republican follower ",0.645265882491,"2.2%","x815952318487298048","Dr. Neal Dunn","DrNealDunnFL2","","Official government Twitter account for Congressman Neal Dunn (FL-02).",725,3792,167,28,TRUE,"2017-01-02 16:06:07","http://www.dunn.house.gov","http://pbs.twimg.com/profile_images/817396749270732800/5rj6yCMh_normal.jpg"
"x412699","Francis Rooney","House","R","Fla.",29," centrist Republican follower ",0.645360856813,"1.8%","x4433285713","Francis Rooney","FrancisRooney","Florida, USA","Father, Grandfather, Husband, Businessman, Fmr Ambassador, Congressman, Avid Boater and Diver, Python Hunter #SWFL",383,1481,72,103,TRUE,"2015-12-02 17:10:34","http://francisrooney.com","http://pbs.twimg.com/profile_images/734946129234780160/DFJvskJr_normal.jpg"
"x412699","Francis Rooney","House","R","Fla.",29," centrist Republican follower ",0.645360856813,"1.8%","x816111677917851649","Francis Rooney","RepRooney","SWFL","Honored to serve the citizens of Florida's 19th Congressional District. Official Government account.",710,3877,329,247,TRUE,"2017-01-03 02:39:21","","http://pbs.twimg.com/profile_images/865221777693134851/treodBIl_normal.jpg"
"x412713","Don Bacon","House","R","Neb.",29," centrist Republican",0.646823595974,"4.0%","x3109108467","Don Bacon","DonJBacon","Papillion, NE","Congressman #NE02. Retired USAF 1⭐️: 16 tours, 5 commands, 4 deployments. Angie's 💁 Husband 32 yrs, 4 kids, 3 grandkids. *Official Account ➡️@RepDonBacon 🇺🇸",1150,3034,655,4673,TRUE,"2015-03-24 01:23:30","","http://pbs.twimg.com/profile_images/965203062351650816/cdT9pHyw_normal.jpg"
"x412713","Don Bacon","House","R","Neb.",29," centrist Republican",0.646823595974,"4.0%","x818975124460335106","Rep. Don Bacon","RepDonBacon","Papillion, NE","Serving the constituents of Nebraska's Second Congressional District. Husband, Dad, Granddad, Brigadier General USAF (Ret.) User policy https://t.co/AeMcX3biFi",2640,4004,500,2123,TRUE,"2017-01-11 00:17:40","http://bacon.house.gov","http://pbs.twimg.com/profile_images/826132945756897280/uihGBbn6_normal.jpg"
